element_ID	chr	start	end	p_value
mirna.prom::chr15:66016165-66025391_7::NA::NA	chr15	66016165	66025391	0.281942564412636
mirna.prom::chr15:66796977-66796983_1::NA::NA	chr15	66796977	66796983	1
mirna.prom::chr15:69106806-69118201_3::NA::NA	chr15	69106806	69118201	0.359184428949511
mirna.prom::chr15:70375658-70376058_1::NA::NA	chr15	70375658	70376058	0.102521175426619
mirna.prom::chr15:72873338-72873472_1::NA::NA	chr15	72873338	72873472	1
mirna.prom::chr15:74734444-74734844_1::NA::NA	chr15	74734444	74734844	0.28885506263531
mirna.prom::chr15:75135287-75135334_1::NA::NA	chr15	75135287	75135334	1
mirna.prom::chr15:75654553-75654677_1::NA::NA	chr15	75654553	75654677	0.12241717204253
mirna.prom::chr15:76077937-76078323_1::NA::NA	chr15	76077937	76078323	0.339465120186486
mirna.prom::chr15:81292957-81293094_1::NA::NA	chr15	81292957	81293094	0.675019491954543
mirna.prom::chr15:83704132-83704532_1::NA::NA	chr15	83704132	83704532	0.602003150121596
mirna.prom::chr15:86337893-86352817_3::NA::NA	chr15	86337893	86352817	0.575560048574818
mirna.prom::chr15:86338461-86338534_1::NA::NA	chr15	86338461	86338534	1
mirna.prom::chr15:89147834-89148088_1::NA::NA	chr15	89147834	89148088	0.401692198014549
mirna.prom::chr15:89165044-89165095_1::NA::NA	chr15	89165044	89165095	0.385931767147748
mirna.prom::chr15:89877864-89877878_1::NA::NA	chr15	89877864	89877878	1
mirna.prom::chr15:89900035-89910907_8::NA::NA	chr15	89900035	89910907	0.57964140919794
mirna.prom::chr15:89901885-89915707_9::NA::NA	chr15	89901885	89915707	0.958036597606149
mirna.prom::chr15:90544852-90544913_1::NA::NA	chr15	90544852	90544913	1
mirna.prom::chr15:99279533-99279933_1::NA::NA	chr15	99279533	99279933	0.749305599254173
mirna.prom::chr16:112281-112529_1::NA::NA	chr16	112281	112529	0.745539715455631
mirna.prom::chr16:11439768-11440168_1::NA::NA	chr16	11439768	11440168	0.34994375072705
mirna.prom::chr16:12798926-12799048_1::NA::NA	chr16	12798926	12799048	0.497901082093003
mirna.prom::chr16:14395914-14396144_1::NA::NA	chr16	14395914	14396144	0.816922505091966
mirna.prom::chr16:15150121-15150124_1::NA::NA	chr16	15150121	15150124	1
mirna.prom::chr16:15234231-15248706_3::NA::NA	chr16	15234231	15248706	0.641417035586168
mirna.prom::chr16:15693628-15730925_2::NA::NA	chr16	15693628	15730925	0.713469128556004
mirna.prom::chr16:15710048-15714916_4::NA::NA	chr16	15710048	15714916	0.268209654620466
mirna.prom::chr16:1779819-1781967_2::NA::NA	chr16	1779819	1781967	0.31993989513527
mirna.prom::chr16:2140840-2143805_2::NA::NA	chr16	2140840	2143805	1
mirna.prom::chr16:2140840-2145602_4::NA::NA	chr16	2140840	2145602	0.264928929879334
mirna.prom::chr16:21531765-21532014_1::NA::NA	chr16	21531765	21532014	0.466500894927422
mirna.prom::chr16:2182927-2183327_2::NA::NA	chr16	2182927	2183327	1
mirna.prom::chr16:2205359-2232522_8::NA::NA	chr16	2205359	2232522	0.625211895563596
mirna.prom::chr16:2318613-2318623_1::NA::NA	chr16	2318613	2318623	0.0344061775440779
mirna.prom::chr16:24192255-24192539_1::NA::NA	chr16	24192255	24192539	0.263434590878196
mirna.prom::chr16:2479594-2479629_1::NA::NA	chr16	2479594	2479629	1
mirna.prom::chr16:2582040-2582440_1::NA::NA	chr16	2582040	2582440	0.402683702129703
mirna.prom::chr16:28857447-28857529_1::NA::NA	chr16	28857447	28857529	1
mirna.prom::chr16:30904088-30904385_2::NA::NA	chr16	30904088	30904385	1
mirna.prom::chr16:30934591-30934786_1::NA::NA	chr16	30934591	30934786	2.24171734518556e-06
mirna.prom::chr16:3542461-3551343_4::NA::NA	chr16	3542461	3551343	0.212114165728681
mirna.prom::chr16:4714782-4715017_1::NA::NA	chr16	4714782	4715017	0.329812582084212
mirna.prom::chr16:50280247-50307863_2::NA::NA	chr16	50280247	50307863	1
mirna.prom::chr16:56860384-56860784_1::NA::NA	chr16	56860384	56860784	0.82054318639624
mirna.prom::chr16:57836145-57836161_1::NA::NA	chr16	57836145	57836161	0.0588541713017594
mirna.prom::chr16:67242013-67242208_1::NA::NA	chr16	67242013	67242208	0.357987036318061
mirna.prom::chr16:76880316-76880716_1::NA::NA	chr16	76880316	76880716	0.266847820398518
mirna.prom::chr16:81386347-81390857_2::NA::NA	chr16	81386347	81390857	0.794778543494011
mirna.prom::chr16:81565728-81566128_1::NA::NA	chr16	81565728	81566128	0.853611257944251
mirna.prom::chr16:81635556-81635956_1::NA::NA	chr16	81635556	81635956	0.723927101467538
mirna.prom::chr16:817342-817742_2::NA::NA	chr16	817342	817742	0.886745641377799
mirna.prom::chr16:82703089-82703489_1::NA::NA	chr16	82703089	82703489	0.993983363217404
mirna.prom::chr16:85932968-85932977_1::NA::NA	chr16	85932968	85932977	0.0382204720178291
mirna.prom::chr16:87873077-87903548_3::NA::NA	chr16	87873077	87903548	0.875084752010766
mirna.prom::chr16:88511553-88534409_3::NA::NA	chr16	88511553	88534409	0.905063089875543
mirna.prom::chr16:88782911-88818393_7::NA::NA	chr16	88782911	88818393	0.872243715281137
mirna.prom::chr17:11984988-11985388_2::NA::NA	chr17	11984988	11985388	0.532541154950448
mirna.prom::chr17:13460059-13493119_2::NA::NA	chr17	13460059	13493119	0.314571036729964
mirna.prom::chr17:15164098-15164319_1::NA::NA	chr17	15164098	15164319	0.769334046218744
mirna.prom::chr17:16149013-16184993_3::NA::NA	chr17	16149013	16184993	0.763242689110416
mirna.prom::chr17:1619319-1619417_1::NA::NA	chr17	1619319	1619417	0.281385302498817
mirna.prom::chr17:17726712-17726732_1::NA::NA	chr17	17726712	17726732	1
mirna.prom::chr17:1954556-1958620_2::NA::NA	chr17	1954556	1958620	0.406480164734464
mirna.prom::chr17:1963017-1963132_1::NA::NA	chr17	1963017	1963132	0.288073228351226
mirna.prom::chr17:2597590-2598661_2::NA::NA	chr17	2597590	2598661	1
mirna.prom::chr17:2652745-2658915_2::NA::NA	chr17	2652745	2658915	0.990380604447566
mirna.prom::chr17:27207637-27209584_2::NA::NA	chr17	27207637	27209584	0.273567662605701
mirna.prom::chr17:27209488-27209584_1::NA::NA	chr17	27209488	27209584	0.0664681577015525
mirna.prom::chr17:27238444-27238466_1::NA::NA	chr17	27238444	27238466	1
mirna.prom::chr17:27717171-27717281_1::NA::NA	chr17	27717171	27717281	0.156703812926904
mirna.prom::chr17:28435874-28436274_1::NA::NA	chr17	28435874	28436274	0.590952672677071
mirna.prom::chr17:28444389-28444659_2::NA::NA	chr17	28444389	28444659	1
mirna.prom::chr17:29813550-29813950_1::NA::NA	chr17	29813550	29813950	0.105383960956268
mirna.prom::chr17:29877013-29877219_2::NA::NA	chr17	29877013	29877219	0.0226697081536629
mirna.prom::chr17:29885938-29886338_1::NA::NA	chr17	29885938	29886338	0.981393109314944
mirna.prom::chr17:35349957-35378212_3::NA::NA	chr17	35349957	35378212	0.432215658089571
mirna.prom::chr17:36861384-36861594_1::NA::NA	chr17	36861384	36861594	1
mirna.prom::chr17:36862633-36862891_1::NA::NA	chr17	36862633	36862891	0.480184716153645
mirna.prom::chr17:36955277-36955512_1::NA::NA	chr17	36955277	36955512	0.528102295456999
mirna.prom::chr17:37023701-37024101_2::NA::NA	chr17	37023701	37024101	0.01290097954505
mirna.prom::chr17:37880734-37880958_1::NA::NA	chr17	37880734	37880958	0.679103812424297
mirna.prom::chr17:38183402-38188289_2::NA::NA	chr17	38183402	38188289	0.776378587866681
mirna.prom::chr17:38275654-38317985_2::NA::NA	chr17	38275654	38317985	0.435153243148089
mirna.prom::chr17:38347504-38347813_2::NA::NA	chr17	38347504	38347813	0.145409569902471
mirna.prom::chr17:40636409-40639595_3::NA::NA	chr17	40636409	40639595	0.377298776550878
mirna.prom::chr17:40660152-40661204_2::NA::NA	chr17	40660152	40661204	0.503816079393367
mirna.prom::chr17:40901014-40905931_2::NA::NA	chr17	40901014	40905931	0.568027397224032
mirna.prom::chr17:41476526-41476569_1::NA::NA	chr17	41476526	41476569	0.212125582552919
mirna.prom::chr17:42288570-42288639_1::NA::NA	chr17	42288570	42288639	1
mirna.prom::chr17:43013342-43013393_1::NA::NA	chr17	43013342	43013393	1
mirna.prom::chr17:43197864-43239011_4::NA::NA	chr17	43197864	43239011	0.426562765528612
mirna.prom::chr17:43568310-43568317_1::NA::NA	chr17	43568310	43568317	1
mirna.prom::chr17:46240801-46241201_1::NA::NA	chr17	46240801	46241201	0.583746808321919
mirna.prom::chr17:46659641-46659647_1::NA::NA	chr17	46659641	46659647	1
mirna.prom::chr17:46710818-46716930_3::NA::NA	chr17	46710818	46716930	0.344018833741259
mirna.prom::chr17:46710818-46716930_4::NA::NA	chr17	46710818	46716930	0.61456394590021
mirna.prom::chr17:46804425-46828937_2::NA::NA	chr17	46804425	46828937	0.97506261630169
mirna.prom::chr17:47584026-47584237_1::NA::NA	chr17	47584026	47584237	0.375629888757827
mirna.prom::chr17:4875955-4900705_3::NA::NA	chr17	4875955	4900705	0.0772833177249192
mirna.prom::chr17:56409869-56410072_1::NA::NA	chr17	56409869	56410072	0.128038408956723
mirna.prom::chr17:56409869-56415676_2::NA::NA	chr17	56409869	56415676	0.397793467984345
mirna.prom::chr17:56415276-56415676_1::NA::NA	chr17	56415276	56415676	0.739313646047332
mirna.prom::chr17:57242474-57248279_2::NA::NA	chr17	57242474	57248279	0.736365093720567
mirna.prom::chr17:57409262-57409266_1::NA::NA	chr17	57409262	57409266	1
mirna.prom::chr17:57915164-57915215_1::NA::NA	chr17	57915164	57915215	0.0328646691852707
mirna.prom::chr17:58144148-58155893_2::NA::NA	chr17	58144148	58155893	0.266516165340401
mirna.prom::chr17:61000113-61000513_1::NA::NA	chr17	61000113	61000513	0.47327632602815
mirna.prom::chr17:62776415-62776454_1::NA::NA	chr17	62776415	62776454	1
mirna.prom::chr17:62833272-62833670_1::NA::NA	chr17	62833272	62833670	0.82455595267309
mirna.prom::chr17:64781582-64781982_1::NA::NA	chr17	64781582	64781982	0.922994882690089
mirna.prom::chr17:65420661-65421061_1::NA::NA	chr17	65420661	65421061	1
mirna.prom::chr17:6558010-6558410_2::NA::NA	chr17	6558010	6558410	0.739760391645434
mirna.prom::chr17:6571874-6572274_1::NA::NA	chr17	6571874	6572274	0.656753604245829
mirna.prom::chr17:66453820-66453824_1::NA::NA	chr17	66453820	66453824	1
mirna.prom::chr17:6923368-6927381_2::NA::NA	chr17	6923368	6927381	0.807690557547371
mirna.prom::chr17:7130874-7131181_2::NA::NA	chr17	7130874	7131181	1
mirna.prom::chr17:72736411-72744590_2::NA::NA	chr17	72736411	72744590	0.131388122044989
mirna.prom::chr17:73400738-73400915_1::NA::NA	chr17	73400738	73400915	1
mirna.prom::chr17:73494092-73494492_2::NA::NA	chr17	73494092	73494492	0.0794863907814854
mirna.prom::chr17:74735606-74740806_2::NA::NA	chr17	74735606	74740806	0.266228611719622
mirna.prom::chr17:75084607-75084630_1::NA::NA	chr17	75084607	75084630	0.110571198371524
mirna.prom::chr17:77707040-77722009_2::NA::NA	chr17	77707040	77722009	0.335862613796378
mirna.prom::chr17:78024669-78052067_4::NA::NA	chr17	78024669	78052067	0.472077850688856
mirna.prom::chr17:79093035-79096653_3::NA::NA	chr17	79093035	79096653	0.660554807800108
mirna.prom::chr17:79102725-79102828_1::NA::NA	chr17	79102725	79102828	0.254633353412459
mirna.prom::chr17:79111255-79111655_1::NA::NA	chr17	79111255	79111655	0.363599483035898
mirna.prom::chr17:79374514-79374914_2::NA::NA	chr17	79374514	79374914	0.817119745754587
mirna.prom::chr17:79427437-79448831_4::NA::NA	chr17	79427437	79448831	0.546607142108786
mirna.prom::chr17:7982594-7982599_1::NA::NA	chr17	7982594	7982599	1
mirna.prom::chr17:80628887-80628954_1::NA::NA	chr17	80628887	80628954	1
mirna.prom::chr17:8081750-8082150_1::NA::NA	chr17	8081750	8082150	0.862943017230101
mirna.prom::chr17:927253-927653_1::NA::NA	chr17	927253	927653	0.842264309938505
mirna.prom::chr18:10773336-10773736_2::NA::NA	chr18	10773336	10773736	1
mirna.prom::chr18:11655704-11670321_2::NA::NA	chr18	11655704	11670321	0.0686140830089784
mirna.prom::chr18:13453498-13453898_1::NA::NA	chr18	13453498	13453898	0.607880559032206
mirna.prom::chr18:159422-159822_1::NA::NA	chr18	159422	159822	0.842965855748257
mirna.prom::chr18:19411371-19411555_1::NA::NA	chr18	19411371	19411555	0.698281676013924
mirna.prom::chr18:33161903-33162458_2::NA::NA	chr18	33161903	33162458	0.710283600692066
mirna.prom::chr18:37208636-37209036_1::NA::NA	chr18	37208636	37209036	0.0273192220330292
mirna.prom::chr18:37208909-37209309_1::NA::NA	chr18	37208909	37209309	0.668679885023025
mirna.prom::chr18:37272043-37292329_4::NA::NA	chr18	37272043	37292329	0.000996970565202591
mirna.prom::chr18:42577818-42578218_1::NA::NA	chr18	42577818	42578218	0.47169904104778
mirna.prom::chr18:46605986-46621051_2::NA::NA	chr18	46605986	46621051	0.980031341656797
mirna.prom::chr18:47013190-47013401_1::NA::NA	chr18	47013190	47013401	1
mirna.prom::chr18:53144980-53145380_1::NA::NA	chr18	53144980	53145380	0.577503852850952
mirna.prom::chr18:56113304-56113704_2::NA::NA	chr18	56113304	56113704	0.434151775020503
mirna.prom::chr18:56126007-56126407_1::NA::NA	chr18	56126007	56126407	0.47917192259748
mirna.prom::chr18:70535384-70535406_1::NA::NA	chr18	70535384	70535406	1
mirna.prom::chr19:10116927-10117146_1::NA::NA	chr19	10116927	10117146	1
mirna.prom::chr19:10340547-10340947_1::NA::NA	chr19	10340547	10340947	7.63305798164267e-18
mirna.prom::chr19:10514409-10514432_1::NA::NA	chr19	10514409	10514432	1
mirna.prom::chr19:10823549-10823593_1::NA::NA	chr19	10823549	10823593	1
mirna.prom::chr19:10843155-10879044_2::NA::NA	chr19	10843155	10879044	0.633687039692783
mirna.prom::chr19:10906881-10911540_3::NA::NA	chr19	10906881	10911540	0.801632201976353
mirna.prom::chr19:10925900-10928671_2::NA::NA	chr19	10925900	10928671	0.391739785289657
mirna.prom::chr19:10928271-10932800_4::NA::NA	chr19	10928271	10932800	0.706689137650237
mirna.prom::chr19:12888430-12895152_3::NA::NA	chr19	12888430	12895152	0.780762107847418
mirna.prom::chr19:12962855-12963073_2::NA::NA	chr19	12962855	12963073	0.0717082198844112
mirna.prom::chr19:12985765-13030368_2::NA::NA	chr19	12985765	13030368	0.654054731213196
mirna.prom::chr19:13045051-13045095_1::NA::NA	chr19	13045051	13045095	0.232323955841963
mirna.prom::chr19:13953527-13953927_2::NA::NA	chr19	13953527	13953927	0.78424896361133
mirna.prom::chr19:13976535-13984307_2::NA::NA	chr19	13976535	13984307	0.997682691924685
mirna.prom::chr19:14183547-14183620_1::NA::NA	chr19	14183547	14183620	1
mirna.prom::chr19:15297321-15297682_1::NA::NA	chr19	15297321	15297682	0.466283495751418
mirna.prom::chr19:15530152-15560219_3::NA::NA	chr19	15530152	15560219	0.798486426558822
mirna.prom::chr19:1819255-1822087_2::NA::NA	chr19	1819255	1822087	0.254563234194026
mirna.prom::chr19:2222901-2237025_3::NA::NA	chr19	2222901	2237025	0.938570736490789
mirna.prom::chr19:2435189-2448287_4::NA::NA	chr19	2435189	2448287	0.961037718918878
mirna.prom::chr19:2623827-2624227_1::NA::NA	chr19	2623827	2624227	0.297237183491903
mirna.prom::chr19:35607423-35607436_1::NA::NA	chr19	35607423	35607436	1
mirna.prom::chr19:35786890-35800708_3::NA::NA	chr19	35786890	35800708	0.803198351993593
mirna.prom::chr19:39900124-39907469_3::NA::NA	chr19	39900124	39907469	0.593901078874043
mirna.prom::chr19:40324585-40324592_1::NA::NA	chr19	40324585	40324592	1
mirna.prom::chr19:42639069-42681636_2::NA::NA	chr19	42639069	42681636	0.529228293286643
mirna.prom::chr19:42847605-42851816_4::NA::NA	chr19	42847605	42851816	0.448099506726191
mirna.prom::chr19:4400175-4402458_2::NA::NA	chr19	4400175	4402458	0.0528547576371136
mirna.prom::chr19:45894977-45932220_4::NA::NA	chr19	45894977	45932220	0.352575812908843
mirna.prom::chr19:46148399-46148524_1::NA::NA	chr19	46148399	46148524	0.210527903250749
mirna.prom::chr19:46172478-46174177_3::NA::NA	chr19	46172478	46174177	0.257796650354205
mirna.prom::chr19:46180372-46180680_2::NA::NA	chr19	46180372	46180680	0.514180741895328
mirna.prom::chr19:46476516-46498948_2::NA::NA	chr19	46476516	46498948	1
mirna.prom::chr19:4769034-4769434_2::NA::NA	chr19	4769034	4769434	0.47442035908246
mirna.prom::chr19:47729332-47729732_2::NA::NA	chr19	47729332	47729732	0.459088291626296
mirna.prom::chr19:4909961-4931311_4::NA::NA	chr19	4909961	4931311	0.866073001780088
mirna.prom::chr19:49486786-49489100_3::NA::NA	chr19	49486786	49489100	0.254067546463829
mirna.prom::chr19:50037658-50037870_1::NA::NA	chr19	50037658	50037870	0.631812371791235
mirna.prom::chr19:50281635-50285767_2::NA::NA	chr19	50281635	50285767	0.55448657880234
mirna.prom::chr19:50312100-50329390_3::NA::NA	chr19	50312100	50329390	0.225471466953725
mirna.prom::chr19:50365740-50366132_3::NA::NA	chr19	50365740	50366132	0.693374422283053
mirna.prom::chr19:51755603-51756003_1::NA::NA	chr19	51755603	51756003	0.0628831026394626
mirna.prom::chr19:52192420-52192820_1::NA::NA	chr19	52192420	52192820	0.999359048399243
mirna.prom::chr19:52715237-52717966_4::NA::NA	chr19	52715237	52717966	0.999997996563825
mirna.prom::chr19:52773045-52773063_1::NA::NA	chr19	52773045	52773063	1
mirna.prom::chr19:54190243-54190643_1::NA::NA	chr19	54190243	54190643	0.104929636220232
mirna.prom::chr19:54196036-54196436_1::NA::NA	chr19	54196036	54196436	0.125960750604469
mirna.prom::chr19:54222551-54222951_1::NA::NA	chr19	54222551	54222951	0.169116919109584
mirna.prom::chr19:54224289-54224689_2::NA::NA	chr19	54224289	54224689	0.153304840223524
mirna.prom::chr19:54291423-54291651_1::NA::NA	chr19	54291423	54291651	0.213245208919352
mirna.prom::chr19:54484959-54485313_1::NA::NA	chr19	54484959	54485313	0.139685209246697
mirna.prom::chr19:54764656-54765056_1::NA::NA	chr19	54764656	54765056	0.475060097057994
mirna.prom::chr19:55109753-55128411_2::NA::NA	chr19	55109753	55128411	0.0972008345257845
mirna.prom::chr19:55667849-55674197_4::NA::NA	chr19	55667849	55674197	0.504141293775144
mirna.prom::chr19:55753039-55753439_1::NA::NA	chr19	55753039	55753439	0.881974508888816
mirna.prom::chr19:55757955-55758238_1::NA::NA	chr19	55757955	55758238	0.640112545627968
mirna.prom::chr19:55767337-55767364_1::NA::NA	chr19	55767337	55767364	1
mirna.prom::chr19:55894978-55895083_1::NA::NA	chr19	55894978	55895083	0.481118016559088
mirna.prom::chr19:58898241-58898378_1::NA::NA	chr19	58898241	58898378	0.442728000734765
mirna.prom::chr19:6738588-6750282_8::NA::NA	chr19	6738588	6750282	0.992902809771337
mirna.prom::chr19:7680214-7680283_1::NA::NA	chr19	7680214	7680283	1
mirna.prom::chr19:8455569-8455751_1::NA::NA	chr19	8455569	8455751	0.334363837085397
mirna.prom::chr2:109951848-109952248_1::NA::NA	chr2	109951848	109952248	0.197174949436261
mirna.prom::chr2:110829751-110830151_1::NA::NA	chr2	110829751	110830151	1
mirna.prom::chr2:110873212-110873258_1::NA::NA	chr2	110873212	110873258	0.179463316754211
mirna.prom::chr2:114341150-114361515_4::NA::NA	chr2	114341150	114361515	0.949136794729391
mirna.prom::chr2:11886963-11901239_2::NA::NA	chr2	11886963	11901239	0.920986657429511
mirna.prom::chr2:128181194-128181515_1::NA::NA	chr2	128181194	128181515	0.541920912067004
mirna.prom::chr2:132249761-132249773_1::NA::NA	chr2	132249761	132249773	1
mirna.prom::chr2:133015042-133015095_1::NA::NA	chr2	133015042	133015095	0.320007062748461
mirna.prom::chr2:134877300-134877552_1::NA::NA	chr2	134877300	134877552	0.967169930488982
mirna.prom::chr2:135596387-135596397_1::NA::NA	chr2	135596387	135596397	1
mirna.prom::chr2:136373985-136399048_3::NA::NA	chr2	136373985	136399048	0.242088043784331
mirna.prom::chr2:161264600-161264618_1::NA::NA	chr2	161264600	161264618	1
mirna.prom::chr2:176032677-176032697_1::NA::NA	chr2	176032677	176032697	0.00850780959335867
mirna.prom::chr2:177004992-177011320_2::NA::NA	chr2	177004992	177011320	0.821895735900215
mirna.prom::chr2:177496330-177503049_2::NA::NA	chr2	177496330	177503049	0.506181050680453
mirna.prom::chr2:178214237-178216116_2::NA::NA	chr2	178214237	178216116	1
mirna.prom::chr2:180726432-180726490_1::NA::NA	chr2	180726432	180726490	0.184398025451253
mirna.prom::chr2:182191482-182191882_1::NA::NA	chr2	182191482	182191882	0.408082602603184
mirna.prom::chr2:185195710-185196110_1::NA::NA	chr2	185195710	185196110	0.0706280647044644
mirna.prom::chr2:189839300-189844168_2::NA::NA	chr2	189839300	189844168	0.113245412092114
mirna.prom::chr2:19547671-19548071_1::NA::NA	chr2	19547671	19548071	0.783188277770782
mirna.prom::chr2:207630529-207630536_1::NA::NA	chr2	207630529	207630536	1
mirna.prom::chr2:207679208-207679608_1::NA::NA	chr2	207679208	207679608	0.98644804044328
mirna.prom::chr2:207978344-208002754_5::NA::NA	chr2	207978344	208002754	0.905206417589616
mirna.prom::chr2:208029074-208031123_2::NA::NA	chr2	208029074	208031123	1
mirna.prom::chr2:208174676-208175076_1::NA::NA	chr2	208174676	208175076	0.219957959248245
mirna.prom::chr2:213777091-213777491_1::NA::NA	chr2	213777091	213777491	0.149958486058629
mirna.prom::chr2:214593458-214593858_1::NA::NA	chr2	214593458	214593858	0.500171145856964
mirna.prom::chr2:219157024-219188393_2::NA::NA	chr2	219157024	219188393	0.379699801503677
mirna.prom::chr2:219188160-219188241_1::NA::NA	chr2	219188160	219188241	1
mirna.prom::chr2:219263260-219263425_1::NA::NA	chr2	219263260	219263425	1
mirna.prom::chr2:219867329-219867567_1::NA::NA	chr2	219867329	219867567	0.205980331306402
mirna.prom::chr2:219925434-219925834_1::NA::NA	chr2	219925434	219925834	0.990119361667243
mirna.prom::chr2:220159434-220159690_1::NA::NA	chr2	220159434	220159690	0.931324128036205
mirna.prom::chr2:220783971-220784371_1::NA::NA	chr2	220783971	220784371	0.0408350073042285
mirna.prom::chr2:225907359-225907501_1::NA::NA	chr2	225907359	225907501	1
mirna.prom::chr2:228336632-228336667_1::NA::NA	chr2	228336632	228336667	1
mirna.prom::chr2:232573467-232575422_2::NA::NA	chr2	232573467	232575422	1
mirna.prom::chr2:233034773-233035173_1::NA::NA	chr2	233034773	233035173	0.917068484632327
mirna.prom::chr2:238374311-238396119_3::NA::NA	chr2	238374311	238396119	0.712649940658691
mirna.prom::chr2:239999393-239999793_1::NA::NA	chr2	239999393	239999793	0.811962264465992
mirna.prom::chr2:240010201-240010601_1::NA::NA	chr2	240010201	240010601	0.612533228696723
mirna.prom::chr2:240904417-240906048_2::NA::NA	chr2	240904417	240906048	0.901609346443748
mirna.prom::chr2:25564954-25599935_2::NA::NA	chr2	25564954	25599935	0.327962747932277
mirna.prom::chr2:28172254-28172654_1::NA::NA	chr2	28172254	28172654	0.80710829935572
mirna.prom::chr2:32727720-32746136_4::NA::NA	chr2	32727720	32746136	0.602234749289713
mirna.prom::chr2:32851852-32856717_2::NA::NA	chr2	32851852	32856717	0.957345186864522
mirna.prom::chr2:33634724-33634756_1::NA::NA	chr2	33634724	33634756	1
mirna.prom::chr2:47594643-47595043_1::NA::NA	chr2	47594643	47595043	0.130265830170188
mirna.prom::chr2:54084327-54084727_1::NA::NA	chr2	54084327	54084727	0.726054070854751
mirna.prom::chr2:56226851-56227251_1::NA::NA	chr2	56226851	56227251	0.183615757839658
mirna.prom::chr2:56241249-56276395_2::NA::NA	chr2	56241249	56276395	0.000115932080152769
mirna.prom::chr2:60637873-60650558_2::NA::NA	chr2	60637873	60650558	0.854607094955013
mirna.prom::chr2:6072706-6087084_3::NA::NA	chr2	6072706	6087084	0.835106134822723
mirna.prom::chr2:64751752-64751801_1::NA::NA	chr2	64751752	64751801	0.485511410162837
mirna.prom::chr2:79888807-79891894_2::NA::NA	chr2	79888807	79891894	0.531390855262678
mirna.prom::chr2:80101474-80101598_1::NA::NA	chr2	80101474	80101598	0.870938186088966
mirna.prom::chr2:86038231-86038631_1::NA::NA	chr2	86038231	86038631	0.932209967018328
mirna.prom::chr2:89064852-89092080_3::NA::NA	chr2	89064852	89092080	0.152555533357239
mirna.prom::chr20:10636664-10637039_1::NA::NA	chr20	10636664	10637039	0.738501068228878
mirna.prom::chr20:30795895-30795913_1::NA::NA	chr20	30795895	30795913	1
mirna.prom::chr20:32589794-32612083_2::NA::NA	chr20	32589794	32612083	0.256757492573065
mirna.prom::chr20:33052242-33052642_1::NA::NA	chr20	33052242	33052642	0.0686912849934461
mirna.prom::chr20:33543820-33567849_4::NA::NA	chr20	33543820	33567849	0.104513381524069
mirna.prom::chr20:33583387-33587746_5::NA::NA	chr20	33583387	33587746	0.351057183382904
mirna.prom::chr20:33584990-33587746_4::NA::NA	chr20	33584990	33587746	0.257436948569206
mirna.prom::chr20:34042365-34056825_3::NA::NA	chr20	34042365	34056825	0.307117401191504
mirna.prom::chr20:37141910-37142310_1::NA::NA	chr20	37141910	37142310	1
mirna.prom::chr20:3891534-3896734_3::NA::NA	chr20	3891534	3896734	0.356055603674103
mirna.prom::chr20:3896334-3896734_1::NA::NA	chr20	3896334	3896734	0.437792165082662
mirna.prom::chr20:3922090-3936148_2::NA::NA	chr20	3922090	3936148	0.0457700174030495
mirna.prom::chr20:39794651-39798675_4::NA::NA	chr20	39794651	39798675	0.777585955322965
mirna.prom::chr20:43029706-43036333_3::NA::NA	chr20	43029706	43036333	0.542831221275562
mirna.prom::chr20:45746563-45754510_2::NA::NA	chr20	45746563	45754510	0.527699326702492
mirna.prom::chr20:49195872-49201971_5::NA::NA	chr20	49195872	49201971	0.375259260456952
mirna.prom::chr20:49237614-49237807_1::NA::NA	chr20	49237614	49237807	0.00367659147813917
mirna.prom::chr20:55904437-55904601_1::NA::NA	chr20	55904437	55904601	0.219242558068054
mirna.prom::chr20:57425958-57426129_1::NA::NA	chr20	57425958	57426129	0.191163391457511
mirna.prom::chr20:59019795-59020195_1::NA::NA	chr20	59019795	59020195	0.0431054460009726
mirna.prom::chr20:60554377-60571570_5::NA::NA	chr20	60554377	60571570	0.97724571064563
mirna.prom::chr20:60639492-60639500_1::NA::NA	chr20	60639492	60639500	1
mirna.prom::chr20:60908914-60911768_3::NA::NA	chr20	60908914	60911768	0.655249227112722
mirna.prom::chr20:61154347-61154747_1::NA::NA	chr20	61154347	61154747	0.351627575104334
mirna.prom::chr20:61808744-61809102_1::NA::NA	chr20	61808744	61809102	0.836208901621698
mirna.prom::chr20:62541012-62550737_2::NA::NA	chr20	62541012	62550737	0.0917244260965712
mirna.prom::chr20:62580057-62580457_1::NA::NA	chr20	62580057	62580457	0.841028483913173
mirna.prom::chr20:62715156-62715164_1::NA::NA	chr20	62715156	62715164	1
mirna.prom::chr21:15038870-15039079_1::NA::NA	chr21	15038870	15039079	1
mirna.prom::chr21:15048310-15054092_2::NA::NA	chr21	15048310	15054092	1
mirna.prom::chr21:17909428-17909828_2::NA::NA	chr21	17909428	17909828	0.59002540396344
mirna.prom::chr21:17918629-17961474_3::NA::NA	chr21	17918629	17961474	0.15003041566441
mirna.prom::chr21:17918629-17965844_5::NA::NA	chr21	17918629	17965844	0.449097914981356
mirna.prom::chr21:24401867-24402267_1::NA::NA	chr21	24401867	24402267	0.166073020467531
mirna.prom::chr21:26934332-26934652_2::NA::NA	chr21	26934332	26934652	0.781187935566144
