id	p	q	method	tumor
gc19_pc.cds::gencode::CIC::ENSG00000079432.3	3.758718e-10	3.6130676775e-06	MutSig	CNS-Oligo
gc19_pc.cds::gencode::FUBP1::ENSG00000162613.12	1.6602170000000002e-09	1.0639223941666668e-05	MutSig	CNS-Oligo
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	3.818223e-09	1.8351334293749997e-05	MutSig	CNS-Oligo
gc19_pc.cds::gencode::BRAF::ENSG00000157764.8	1.187939e-14	2.2838127274999998e-10	MutSig	CNS-PiloAstro
gc19_pc.cds::gencode::FGFR1::ENSG00000077782.15	9.465471e-10	9.098683998749999e-06	MutSig	CNS-PiloAstro
gc19_pc.cds::gencode::IDH1::ENSG00000138413.9	1e-16	9.6125e-13	MutSig	CNS
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	1e-16	9.6125e-13	MutSig	CNS
gc19_pc.cds::gencode::DDX3X::ENSG00000215301.5	2.331468e-15	1.49408241e-11	MutSig	CNS
gc19_pc.cds::gencode::PTCH1::ENSG00000185920.11	5.107026e-15	2.4332201995e-11	MutSig	CNS
gc19_pc.cds::gencode::EGFR::ENSG00000146648.11	6.3282709999999996e-15	2.4332201995e-11	MutSig	CNS
gc19_pc.cds::gencode::PTEN::ENSG00000171862.5	1.354472e-14	4.339954033333333e-11	MutSig	CNS
gc19_pc.cds::gencode::KBTBD4::ENSG00000231880.1	9.000911e-12	2.4720359139285715e-08	MutSig	CNS
gc19_pc.cds::gencode::CIC::ENSG00000079432.3	3.160938e-11	7.596129131249999e-08	MutSig	CNS
gc19_pc.cds::gencode::CTDNEP1::ENSG00000175826.7	3.690848e-11	7.884061422222223e-08	MutSig	CNS
gc19_pc.cds::gencode::BRAF::ENSG00000157764.8	3.845518e-10	7.393008355e-07	MutSig	CNS
gc19_pc.cds::gencode::PIK3CA::ENSG00000121879.3	1.239962e-09	2.1671154045454544e-06	MutSig	CNS
gc19_pc.cds::gencode::SMO::ENSG00000128602.5	1.012116e-08	1.621494175e-05	MutSig	CNS
gc19_pc.cds::gencode::KMT2D::ENSG00000167548.10	1.1053720000000001e-08	1.6346751307692308e-05	MutSig	CNS
gc19_pc.cds::gencode::FGFR1::ENSG00000077782.15	4.4398340000000003e-07	0.0006096843475	MutSig	CNS
gc19_pc.cds::gencode::BCOR::ENSG00000183337.12	5.415324e-07	0.000694064026	MutSig	CNS
gc19_pc.cds::gencode::FMR1::ENSG00000102081.9	6.87021e-07	0.0007956517243055556	MutSig	CNS
gc19_pc.cds::gencode::TBR1::ENSG00000136535.10	7.206302999999999e-07	0.0007956517243055556	MutSig	CNS
gc19_pc.cds::gencode::FUBP1::ENSG00000162613.12	7.449535000000001e-07	0.0007956517243055556	MutSig	CNS
gc19_pc.cds::gencode::LDB1::ENSG00000198728.6	2.6805290000000005e-05	0.02712272106578948	MutSig	CNS
gc19_pc.cds::gencode::NF1::ENSG00000196712.12	3.445891e-05	0.033123627237499995	MutSig	CNS
gc19_pc.cds::gencode::CTNNB1::ENSG00000168036.12	8.328741e-05	0.07624764082142858	MutSig	CNS
gc19_pc.cds::gencode::PTPN11::ENSG00000179295.11	0.0001031016	0.0900967390909091	MutSig	CNS
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	1e-16	9.6125e-13	MutSig	ColoRect-AdenoCA
gc19_pc.cds::gencode::KRAS::ENSG00000133703.7	1e-16	9.6125e-13	MutSig	ColoRect-AdenoCA
gc19_pc.cds::gencode::APC::ENSG00000134982.12	3.8857810000000004e-15	2.4901379908333335e-11	MutSig	ColoRect-AdenoCA
gc19_pc.cds::gencode::PIK3CA::ENSG00000121879.3	1.247946e-11	5.9979404625e-08	MutSig	ColoRect-AdenoCA
gc19_pc.cds::gencode::SMAD4::ENSG00000141646.9	1.507935e-09	5.798010075e-06	MutSig	ColoRect-AdenoCA
gc19_pc.cds::gencode::FBXW7::ENSG00000109670.9	5.701223000000001e-09	1.8267668695833335e-05	MutSig	ColoRect-AdenoCA
gc19_pc.cds::gencode::PCBP1::ENSG00000169564.5	1.025862e-08	2.8174567071428573e-05	MutSig	ColoRect-AdenoCA
gc19_pc.cds::gencode::HLA-A::ENSG00000206503.7	3.403902e-08	8.180001993749998e-05	MutSig	ColoRect-AdenoCA
gc19_pc.cds::gencode::SMAD2::ENSG00000175387.11	9.848921999999999e-08	0.00021038391716666666	MutSig	ColoRect-AdenoCA
gc19_pc.cds::gencode::SOX9::ENSG00000125398.5	3.713865e-07	0.00071399054625	MutSig	ColoRect-AdenoCA
gc19_pc.cds::gencode::B2M::ENSG00000166710.13	1.163839e-06	0.0020340731613636364	MutSig	ColoRect-AdenoCA
gc19_pc.cds::gencode::NRAS::ENSG00000213281.4	2.8495490000000005e-05	0.04565214960416667	MutSig	ColoRect-AdenoCA
gc19_pc.cds::gencode::BCL9::ENSG00000116128.5	5.989465999999999e-05	0.08857498757692306	MutSig	ColoRect-AdenoCA
gc19_pc.cds::gencode::KCNV2::ENSG00000168263.8	6.472368e-05	0.088879482	MutSig	ColoRect-AdenoCA
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	1e-16	4.80625e-13	MutSig	Digestive-tract
gc19_pc.cds::gencode::KRAS::ENSG00000133703.7	1e-16	4.80625e-13	MutSig	Digestive-tract
gc19_pc.cds::gencode::CTNNB1::ENSG00000168036.12	1e-16	4.80625e-13	MutSig	Digestive-tract
gc19_pc.cds::gencode::CDKN2A::ENSG00000147889.12	1e-16	4.80625e-13	MutSig	Digestive-tract
gc19_pc.cds::gencode::PTEN::ENSG00000171862.5	2.220446e-16	8.53761487e-13	MutSig	Digestive-tract
gc19_pc.cds::gencode::APC::ENSG00000134982.12	5.551115e-16	1.7786697645833333e-12	MutSig	Digestive-tract
gc19_pc.cds::gencode::SMAD4::ENSG00000141646.9	7.771561e-16	2.1344037175e-12	MutSig	Digestive-tract
gc19_pc.cds::gencode::AXIN1::ENSG00000103126.10	1.5543120000000002e-15	3.735206025000001e-12	MutSig	Digestive-tract
gc19_pc.cds::gencode::ARID1A::ENSG00000117713.13	2.220446e-15	4.743119372222222e-12	MutSig	Digestive-tract
gc19_pc.cds::gencode::RNF43::ENSG00000108375.8	1.0569320000000001e-13	2.03195177e-10	MutSig	Digestive-tract
gc19_pc.cds::gencode::RPL22::ENSG00000116251.5	2.406186e-12	4.205356895454546e-09	MutSig	Digestive-tract
gc19_pc.cds::gencode::MAP2K4::ENSG00000065559.10	1.0773519999999998e-09	1.726007683333333e-06	MutSig	Digestive-tract
gc19_pc.cds::gencode::ACVR2A::ENSG00000121989.10	1.3173929999999999e-09	1.948221571153846e-06	MutSig	Digestive-tract
gc19_pc.cds::gencode::RB1::ENSG00000139687.9	3.684852e-09	5.060091407142857e-06	MutSig	Digestive-tract
gc19_pc.cds::gencode::PIK3CA::ENSG00000121879.3	1.06874e-08	1.3012585437499997e-05	MutSig	Digestive-tract
gc19_pc.cds::gencode::NFE2L2::ENSG00000116044.11	1.0829719999999998e-08	1.3012585437499997e-05	MutSig	Digestive-tract
gc19_pc.cds::gencode::BAP1::ENSG00000163930.5	2.033342e-08	2.2994705852941177e-05	MutSig	Digestive-tract
gc19_pc.cds::gencode::ARID2::ENSG00000189079.11	2.198628e-08	2.34825685e-05	MutSig	Digestive-tract
gc19_pc.cds::gencode::RPS6KA3::ENSG00000177189.8	4.4057209999999996e-08	4.457894011842105e-05	MutSig	Digestive-tract
gc19_pc.cds::gencode::B2M::ENSG00000166710.13	6.906923e-08	6.639279733749999e-05	MutSig	Digestive-tract
gc19_pc.cds::gencode::BRD7::ENSG00000166164.11	1.182512e-07	0.0001082561580952381	MutSig	Digestive-tract
gc19_pc.cds::gencode::SF3B1::ENSG00000115524.11	1.713642e-07	0.00014974894295454545	MutSig	Digestive-tract
gc19_pc.cds::gencode::NRAS::ENSG00000213281.4	2.606738e-07	0.0002178892958695652	MutSig	Digestive-tract
gc19_pc.cds::gencode::BRAF::ENSG00000157764.8	2.721551e-07	0.00021800757489583332	MutSig	Digestive-tract
gc19_pc.cds::gencode::PBRM1::ENSG00000163939.14	4.6520319999999997e-07	0.0003577412608	MutSig	Digestive-tract
gc19_pc.cds::gencode::KRTAP5-11::ENSG00000204571.4	9.415895e-07	0.0006962330052884615	MutSig	Digestive-tract
gc19_pc.cds::gencode::TGFBR2::ENSG00000163513.13	9.922933e-07	0.0007065495812037038	MutSig	Digestive-tract
gc19_pc.cds::gencode::FBXW7::ENSG00000109670.9	1.417166e-06	0.0009730362982142858	MutSig	Digestive-tract
gc19_pc.cds::gencode::HLA-A::ENSG00000206503.7	2.33268e-06	0.0015464059655172413	MutSig	Digestive-tract
gc19_pc.cds::gencode::ZFP36L2::ENSG00000152518.5	8.151624e-06	0.0052238323800000005	MutSig	Digestive-tract
gc19_pc.cds::gencode::U2AF1::ENSG00000160201.7	9.081213000000001e-06	0.005631816771774194	MutSig	Digestive-tract
gc19_pc.cds::gencode::ATM::ENSG00000149311.13	1.205885e-05	0.0072447309765625	MutSig	Digestive-tract
gc19_pc.cds::gencode::PCF11::ENSG00000165494.6	1.5158710000000002e-05	0.008831096962121213	MutSig	Digestive-tract
gc19_pc.cds::gencode::ERBB2::ENSG00000141736.9	2.3398200000000002e-05	0.01323030573529412	MutSig	Digestive-tract
gc19_pc.cds::gencode::PCBP1::ENSG00000169564.5	3.071238e-05	0.016869871585714288	MutSig	Digestive-tract
gc19_pc.cds::gencode::SERPINB10::ENSG00000242550.1	3.629378e-05	0.019381886680555557	MutSig	Digestive-tract
gc19_pc.cds::gencode::PIGR::ENSG00000162896.5	3.903168e-05	0.02025084107051282	MutSig	Digestive-tract
gc19_pc.cds::gencode::MAP2K7::ENSG00000076984.13	4.0596859999999995e-05	0.02025084107051282	MutSig	Digestive-tract
gc19_pc.cds::gencode::ARHGAP35::ENSG00000160007.13	4.1081030000000004e-05	0.02025084107051282	MutSig	Digestive-tract
gc19_pc.cds::gencode::COL5A1::ENSG00000130635.11	4.690553e-05	0.02254397035625	MutSig	Digestive-tract
gc19_pc.cds::gencode::ALB::ENSG00000163631.12	5.3686850000000006e-05	0.025173894908536585	MutSig	Digestive-tract
gc19_pc.cds::gencode::NOTO::ENSG00000214513.3	0.00010108639999999999	0.04571043302325581	MutSig	Digestive-tract
gc19_pc.cds::gencode::PTPRH::ENSG00000080031.5	0.0001022392	0.04571043302325581	MutSig	Digestive-tract
gc19_pc.cds::gencode::KMT2B::ENSG00000272333.1	0.0001065027	0.046534418352272726	MutSig	Digestive-tract
gc19_pc.cds::gencode::ERRFI1::ENSG00000116285.8	0.00011653040000000001	0.04978437644444445	MutSig	Digestive-tract
gc19_pc.cds::gencode::IRF2::ENSG00000168310.6	0.0001382012	0.05658784586734695	MutSig	Digestive-tract
gc19_pc.cds::gencode::CASP8::ENSG00000064012.17	0.0001427264	0.05658784586734695	MutSig	Digestive-tract
gc19_pc.cds::gencode::EPHA2::ENSG00000142627.9	0.0001432186	0.05658784586734695	MutSig	Digestive-tract
gc19_pc.cds::gencode::ASCL4::ENSG00000187855.5	0.0001442291	0.05658784586734695	MutSig	Digestive-tract
gc19_pc.cds::gencode::EEF1A1::ENSG00000156508.13	0.00014934549999999998	0.057423344749999994	MutSig	Digestive-tract
gc19_pc.cds::gencode::ARHGAP30::ENSG00000186517.9	0.0001526095	0.057527796813725496	MutSig	Digestive-tract
gc19_pc.cds::gencode::SSRP1::ENSG00000149136.3	0.0001696627	0.06272625783653846	MutSig	Digestive-tract
gc19_pc.cds::gencode::G6PC::ENSG00000131482.5	0.000194998	0.07073276509433962	MutSig	Digestive-tract
gc19_pc.cds::gencode::MLK4::ENSG00000143674.6	0.0001997755	0.0711237775462963	MutSig	Digestive-tract
gc19_pc.cds::gencode::BTBD7::ENSG00000011114.10	0.0002153087	0.07526017740909091	MutSig	Digestive-tract
gc19_pc.cds::gencode::RELA::ENSG00000173039.14	0.0002485211	0.08531818120535714	MutSig	Digestive-tract
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	1e-16	1.9225e-12	MutSig	Eso-AdenoCa
gc19_pc.cds::gencode::SMAD4::ENSG00000141646.9	3.330669e-16	2.8458716233333333e-12	MutSig	Eso-AdenoCa
gc19_pc.cds::gencode::CDKN2A::ENSG00000147889.12	4.440892e-16	2.8458716233333333e-12	MutSig	Eso-AdenoCa
gc19_pc.cds::gencode::ARID1A::ENSG00000117713.13	2.109424e-15	1.0138419099999999e-11	MutSig	Eso-AdenoCa
gc19_pc.cds::gencode::KRAS::ENSG00000133703.7	1.637414e-09	6.2958568300000005e-06	MutSig	Eso-AdenoCa
gc19_pc.cds::gencode::APC::ENSG00000134982.12	5.6687699999999995e-08	0.00018163683874999998	MutSig	Eso-AdenoCa
gc19_pc.cds::gencode::PIK3CA::ENSG00000121879.3	1.7644210000000002e-06	0.004845856246428572	MutSig	Eso-AdenoCa
gc19_pc.cds::gencode::JPH4::ENSG00000092051.12	6.559502e-06	0.01576330324375	MutSig	Eso-AdenoCa
gc19_pc.cds::gencode::PTEN::ENSG00000171862.5	3.197772e-05	0.068307963	MutSig	Eso-AdenoCa
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	1e-16	6.408333333333333e-13	MutSig	Female-reproductive-tract
gc19_pc.cds::gencode::PIK3CA::ENSG00000121879.3	1e-16	6.408333333333333e-13	MutSig	Female-reproductive-tract
gc19_pc.cds::gencode::GATA3::ENSG00000107485.11	1e-16	6.408333333333333e-13	MutSig	Female-reproductive-tract
gc19_pc.cds::gencode::PTEN::ENSG00000171862.5	2.220446e-16	1.06720185875e-12	MutSig	Female-reproductive-tract
gc19_pc.cds::gencode::CBFB::ENSG00000067955.9	7.771561e-16	2.9881652045e-12	MutSig	Female-reproductive-tract
gc19_pc.cds::gencode::MAP3K1::ENSG00000095015.5	3.4416909999999995e-15	1.1027751579166665e-11	MutSig	Female-reproductive-tract
gc19_pc.cds::gencode::CDH1::ENSG00000039068.14	6.383782e-14	1.7532601278571428e-10	MutSig	Female-reproductive-tract
gc19_pc.cds::gencode::AKT1::ENSG00000142208.11	2.342238e-12	5.62869069375e-09	MutSig	Female-reproductive-tract
gc19_pc.cds::gencode::PIK3R1::ENSG00000145675.10	1.0097919999999999e-11	2.157027911111111e-08	MutSig	Female-reproductive-tract
gc19_pc.cds::gencode::RB1::ENSG00000139687.9	1.812994e-11	3.485480965e-08	MutSig	Female-reproductive-tract
gc19_pc.cds::gencode::ARID1A::ENSG00000117713.13	2.432339e-10	4.2510652068181817e-07	MutSig	Female-reproductive-tract
gc19_pc.cds::gencode::KRAS::ENSG00000133703.7	6.914053000000001e-09	1.1076889077083334e-05	MutSig	Female-reproductive-tract
gc19_pc.cds::gencode::PPP2R1A::ENSG00000105568.13	4.368471e-08	6.460296536538461e-05	MutSig	Female-reproductive-tract
gc19_pc.cds::gencode::CTCF::ENSG00000102974.10	2.330753e-06	0.0032006233160714282	MutSig	Female-reproductive-tract
gc19_pc.cds::gencode::SF3B1::ENSG00000115524.11	6.260282e-06	0.008023594763333333	MutSig	Female-reproductive-tract
gc19_pc.cds::gencode::MAP2K4::ENSG00000065559.10	8.69423e-06	0.010446660734374998	MutSig	Female-reproductive-tract
gc19_pc.cds::gencode::CDK12::ENSG00000167258.9	3.578893e-05	0.04047306936764706	MutSig	Female-reproductive-tract
gc19_pc.cds::gencode::FBXW7::ENSG00000109670.9	4.173345999999999e-05	0.04457365380555555	MutSig	Female-reproductive-tract
gc19_pc.cds::gencode::IDH1::ENSG00000138413.9	1e-16	9.6125e-13	MutSig	Glioma
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	1e-16	9.6125e-13	MutSig	Glioma
gc19_pc.cds::gencode::EGFR::ENSG00000146648.11	2.220446e-16	1.4229358116666666e-12	MutSig	Glioma
gc19_pc.cds::gencode::PTEN::ENSG00000171862.5	2.6578740000000004e-13	1.27744069125e-09	MutSig	Glioma
gc19_pc.cds::gencode::BRAF::ENSG00000157764.8	1.6557869999999998e-12	6.3665010149999995e-09	MutSig	Glioma
gc19_pc.cds::gencode::CIC::ENSG00000079432.3	4.879763e-12	1.5635573945833333e-08	MutSig	Glioma
gc19_pc.cds::gencode::NF1::ENSG00000196712.12	1.875387e-08	5.150616439285714e-05	MutSig	Glioma
gc19_pc.cds::gencode::FGFR1::ENSG00000077782.15	3.5782049999999997e-07	0.0008598873890624999	MutSig	Glioma
gc19_pc.cds::gencode::FUBP1::ENSG00000162613.12	1.871841e-06	0.003998460358333334	MutSig	Glioma
gc19_pc.cds::gencode::PTPN11::ENSG00000179295.11	8.505774e-06	0.016352350515	MutSig	Glioma
gc19_pc.cds::gencode::PIK3CA::ENSG00000121879.3	1.9459520000000004e-05	0.03400993381818183	MutSig	Glioma
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	1e-16	1.9225e-12	MutSig	Head-SCC
gc19_pc.cds::gencode::CDKN2A::ENSG00000147889.12	1.776357e-15	1.70752316625e-11	MutSig	Head-SCC
gc19_pc.cds::gencode::PIK3CA::ENSG00000121879.3	3.0086890000000004e-09	1.9280682008333334e-05	MutSig	Head-SCC
gc19_pc.cds::gencode::CASP8::ENSG00000064012.17	4.174702e-09	2.00646614875e-05	MutSig	Head-SCC
gc19_pc.cds::gencode::NOTCH1::ENSG00000148400.9	3.147666e-07	0.0012102775770000001	MutSig	Head-SCC
gc19_pc.cds::gencode::AJUBA::ENSG00000129474.11	4.085622e-07	0.0013091013825	MutSig	Head-SCC
gc19_pc.cds::gencode::HRAS::ENSG00000174775.12	2.4824430000000003e-06	0.006817852382142857	MutSig	Head-SCC
gc19_pc.cds::gencode::PA2G4::ENSG00000170515.9	6.762514e-06	0.01625116645625	MutSig	Head-SCC
gc19_pc.cds::gencode::CREBBP::ENSG00000005339.8	1e-16	2.668004646875e-13	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::TP53::ENSG00000141510.11	1e-16	2.668004646875e-13	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::EZH2::ENSG00000106462.6	1e-16	2.668004646875e-13	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::TNFRSF14::ENSG00000157873.13	1e-16	2.668004646875e-13	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::B2M::ENSG00000166710.13	1e-16	2.668004646875e-13	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::CCND3::ENSG00000112576.8	1e-16	2.668004646875e-13	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::MYD88::ENSG00000172936.8	1e-16	2.668004646875e-13	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::IGLL5::ENSG00000254709.2	1.110223e-16	2.668004646875e-13	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::MYC::ENSG00000136997.10	2.220446e-16	4.743119372222222e-13	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::GNAI2::ENSG00000114353.12	5.551115e-16	1.06720185875e-12	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::CARD11::ENSG00000198286.5	3.219647e-15	5.627064870454545e-12	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::KMT2D::ENSG00000167548.10	4.996004e-15	8.004014741666667e-12	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::BCL2::ENSG00000171791.10	9.880984999999999e-15	1.4612456663461537e-11	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::ID3::ENSG00000117318.8	1.898481e-14	2.6070212303571427e-11	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::KLHL6::ENSG00000172578.7	4.42979e-14	5.677514183333333e-11	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::TMSB4X::ENSG00000205542.6	2.806644e-13	3.37235818125e-10	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::DDX3X::ENSG00000215301.5	4.785061e-13	5.41134104264706e-10	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::STAT6::ENSG00000166888.6	2.0790040000000002e-12	2.2204917722222227e-09	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::ARID1A::ENSG00000117713.13	7.0058399999999996e-12	7.088803894736842e-09	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::FOXO1::ENSG00000150907.6	7.836176e-12	7.53252418e-09	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::PIM1::ENSG00000137193.9	1.2923769999999999e-11	1.1831403726190475e-08	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::FBXO11::ENSG00000138081.15	2.441169e-11	2.1332488193181817e-08	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::MEF2B::ENSG00000213999.11	2.596601e-11	2.1704197489130435e-08	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::NFKBIE::ENSG00000146232.10	3.241274e-11	2.577932542e-08	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::RRAGC::ENSG00000116954.7	3.352318e-11	2.577932542e-08	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::GNA13::ENSG00000120063.5	8.549728000000001e-11	6.321866184615385e-08	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::SMARCA4::ENSG00000127616.13	3.315486e-10	2.3394737714285712e-07	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::EEF1A1::ENSG00000156508.13	3.407296e-10	2.3394737714285712e-07	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::TMEM30A::ENSG00000112697.11	1.087265e-09	7.207817112068965e-07	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::PRKCD::ENSG00000163932.9	2.1836860000000003e-09	1.3993787783333335e-06	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::TBL1XR1::ENSG00000177565.11	6.209944e-09	3.8511668838709675e-06	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::HIST1H1C::ENSG00000187837.2	1.07653e-08	6.467590390625e-06	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::NRAS::ENSG00000213281.4	1.4214639999999998e-08	8.281104666666665e-06	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::PAX5::ENSG00000196092.8	2.11587e-08	1.1964000220588236e-05	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::SF3B1::ENSG00000115524.11	2.5482070000000002e-08	1.3996937021428573e-05	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::RHOA::ENSG00000067560.6	4.2379569999999995e-08	2.2631867590277775e-05	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::PTEN::ENSG00000171862.5	4.494889e-08	2.3355200277027028e-05	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::RPL10::ENSG00000147403.12	8.901277e-08	4.503343429605263e-05	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::PHF6::ENSG00000156531.12	1.391555e-07	6.859652532051282e-05	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::NXF1::ENSG00000162231.9	3.6545540000000003e-07	0.00017564700162500001	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::XPO1::ENSG00000082898.12	5.854443e-07	0.00027451626018292684	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::LTB::ENSG00000227507.2	8.047038e-07	0.00036834358464285716	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::TNFAIP3::ENSG00000118503.10	1.210528e-06	0.0005412186232558139	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::HIST1H1E::ENSG00000168298.4	3.1967160000000003e-06	0.0013967469340909091	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::BTK::ENSG00000010671.11	4.317927e-06	0.0018200583336956523	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::GPS2::ENSG00000132522.11	4.3548860000000005e-06	0.0018200583336956523	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::HLA-B::ENSG00000234745.5	4.998406e-06	0.0020445607521276596	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::TOX::ENSG00000198846.5	6.338721000000001e-06	0.0025387898171875005	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::ETV6::ENSG00000139083.6	7.523737e-06	0.002951915180102041	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::NOTCH1::ENSG00000148400.9	8.601775e-06	0.0033073824874999998	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::NFKBIA::ENSG00000100906.6	9.604915e-06	0.0036206762916666667	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::SRSF7::ENSG00000115875.14	1.070308e-05	0.0039570521730769226	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::SOCS1::ENSG00000185338.4	1.243825e-05	0.004511799174528303	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::COL5A2::ENSG00000204262.7	1.801128e-05	0.006351695318181819	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::BTG2::ENSG00000159388.5	1.81713e-05	0.006351695318181819	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::ASXL1::ENSG00000171456.12	2.351174e-05	0.008046948586206895	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::POU2F2::ENSG00000028277.16	2.410174e-05	0.008046948586206895	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::ATM::ENSG00000149311.13	2.427688e-05	0.008046948586206895	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::SPOP::ENSG00000121067.13	2.951639e-05	0.009617840639830509	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::HIST1H2BC::ENSG00000180596.7	4.589258e-05	0.014704747508333333	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::FAS::ENSG00000026103.15	5.895294e-05	0.018579840516393442	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::ATP6AP1::ENSG00000071553.12	6.236552e-05	0.019338340677419352	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::RAF1::ENSG00000132155.7	9.57417e-05	0.029216415595238094	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::ARMC8::ENSG00000114098.13	0.00011719629999999999	0.03520466980468749	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::CD79B::ENSG00000007312.8	0.000171859	0.050082872727272715	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::ZFP36L1::ENSG00000185650.8	0.00017193599999999997	0.050082872727272715	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::BRAF::ENSG00000157764.8	0.0001951509	0.055244931727941184	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::TFAP4::ENSG00000090447.7	0.0001954047	0.055244931727941184	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::IRF1::ENSG00000125347.9	0.000248301	0.06918241630434782	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::AGTR2::ENSG00000180772.6	0.0002845678	0.07815451364285715	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::RAC2::ENSG00000128340.10	0.00031377	0.08496096126760563	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::BMP7::ENSG00000101144.8	0.0003718182	0.09914963807432434	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::IDH2::ENSG00000182054.5	0.00037666669999999997	0.09914963807432434	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::HNRNPD::ENSG00000138668.14	0.0003816423	0.09914963807432434	MutSig	Hematopoietic-system
gc19_pc.cds::gencode::PBRM1::ENSG00000163939.14	1.776357e-15	3.4150463325e-11	MutSig	Kidney-RCC
gc19_pc.cds::gencode::VHL::ENSG00000134086.7	1.998401e-14	1.92096296125e-10	MutSig	Kidney-RCC
gc19_pc.cds::gencode::SETD2::ENSG00000181555.15	7.138734e-13	4.574738705e-09	MutSig	Kidney-RCC
gc19_pc.cds::gencode::PTEN::ENSG00000171862.5	8.942258e-11	4.29787275125e-07	MutSig	Kidney-RCC
gc19_pc.cds::gencode::BAP1::ENSG00000163930.5	1.971155e-09	7.579090975000001e-06	MutSig	Kidney-RCC
